collection,date_text,date_qualifier,date_single,date_range_end,extent_physical,form,form_authority,form_URI,identifier,language,name 1,name_authority 1,name_authority_URI 1,name_role 1,name_role_URI 1,name 2,name_authority 2,name_role 2,name_role_URI 2,relatedItem@type=host_titlePart,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URL 2,project_title,project_url,note,note 2,record_source,repository,rights,shelf_locator,subject_geographic,subject_geographic_coordinates,subject_geographic_authority,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_name_authority,subject_name_URI 2,subject_name 3,subject_name_authority 3,subject_name_URI 3,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,title_initial_article,title_of_work,internet_media_type,digital_origin,item_type,language_of_cataloging,record_origin
Estes Kefauver Papers,8/1/1960,,1960-08-01,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1857,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Virginia Beach (Va.),http://id.loc.gov/authorities/names/n80060996,,,Estes Kefauver Image Collection,,Virginia Beach August 1960,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Virginia,"37.54812N, 77.44675W",http://id.loc.gov/authorities/names/n79022909,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and two unidentified men in Virginia,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1861,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Senator Estes Kefauver Edward Lamb Painting of “Woman Taken in Adultery” by Rubene J.Howard McGrath,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Estes Kefauver,J. Howard McGrath, and Edward Lamb in front of painting",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1883,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,,,,,,Unidentified girl with papers,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,8/15/1953,,1953-08-15,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1889,zxx,"Dodge, Robert J.",,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Put-in-Bay (Ohio),http://id.loc.gov/authorities/names/n86079794,,,Estes Kefauver Image Collection,,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Ohio,"40.25034N, 83.00018W",http://id.loc.gov/authorities/names/n79049197,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and unidentified man,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,8/15/1953,,1953-08-15,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1903,zxx,"Dodge, Robert J.",,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Put-in-Bay (Ohio),http://id.loc.gov/authorities/names/n86079794,,,Estes Kefauver Image Collection,,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Ohio,"40.25034N, 83.00018W",http://id.loc.gov/authorities/names/n79049197,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and unidentified man and woman,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1907,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Palatra (Fla.),,Florida,http://id.loc.gov/authorities/names/n79053995,Estes Kefauver Image Collection,,"Big Mouth Black Bass Caught On Houseboat Noah's Ark Fishing Parties A Specialty Capt. N.J. Tilghman. Palatra, FL.",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver with unidentified man in foul weather gear with fish,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,8/15/1953,,1953-08-15,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1909,zxx,"Dodge, Robert J.",,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Put-in-Bay (Ohio),http://id.loc.gov/authorities/names/n86079794,,,Estes Kefauver Image Collection,,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Ohio,"40.25034N, 83.00018W",http://id.loc.gov/authorities/names/n79049197,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes and Nancy Kefauver with three unidentified men,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1913,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Unidentified group of people at camp,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1927,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and unidentified man,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1935,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and two unidentified men,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1949,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Vietnam,http://id.loc.gov/authorities/names/n79032186,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Vietnam,"16.16667N, 107.83333E",http://id.loc.gov/authorities/names/n79032186,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and a group in Vietnam,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1961,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver on ship,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1965,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver with two unidentified men,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1969,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver speaking with four unidentified men,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1973,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Vietnam,http://id.loc.gov/authorities/names/n79032186,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Vietnam,"16.16667N, 107.83333E",http://id.loc.gov/authorities/names/n79032186,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver with group of children in Vietnam,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1983,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Vietnam,http://id.loc.gov/authorities/names/n79032186,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Vietnam,"16.16667N, 107.83333E",http://id.loc.gov/authorities/names/n79032186,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver with unidentified man in Vietnam,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,9/1/1953,,1953-09-01,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2015,zxx,"Dodge, Robert J.",,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Put-in-Bay (Ohio),http://id.loc.gov/authorities/names/n86079794,,,Estes Kefauver Image Collection,,"Put-In-Bay,Ohio 28 Aug 53 Senator Estes Kefauver McMinville,Tennessee Dear Senator;Enclosed are some photos that I took of your wife and yourself when you were visiting Herbert Buffy at his summer home here at Put-In-Bay. I have also included several views of the island. I want to thank you for your kind cooperation in posing for the pictures, and I hope my pictures serve as pleasant reminders of your visit to Put-In-Bay. Yours truly, Robert J. Dodge 9-1-1953",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Ohio,"40.25034N, 83.00018W",http://id.loc.gov/authorities/names/n79049197,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes and Nancy Kefauver with unidentified woman,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2025,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and unidentified woman,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,8/1/1960,,1960-08-01,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2029,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Virginia,http://id.loc.gov/authorities/names/n79022909,,,Estes Kefauver Image Collection,,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Virginia,"37.54812N, 77.44675W",http://id.loc.gov/authorities/names/n79022909,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and two unidentified men in Virginia,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2037,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,,,,,,Two unidentified men in uniform,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2041,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and group of unidentified men on ship,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,5/1/1941,,1941-05-01,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2060,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Emmett (Idaho),http://id.loc.gov/authorities/names/n83205380,,,Estes Kefauver Image Collection,,"May 1941 Mr. and Mrs. Paul F. Kefauver, Emmette,Idaho",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,Photo of Mr. and Mrs. Paul F. Kefauver,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2062,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Just when your family was leaving with the kids saying goodbye to Paul,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,Paul F. Kefauver says goodbye to leaving children,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2089,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,"Unidentified man,woman, and dog",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2091,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,Unidentified woman in car,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2092,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,Unidentified girl,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1922,,1922,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2109,zxx,Kefauver Library,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,"Estes Kefauver Left-Guard University of Tennessee 1922.”Playing excellent game at guard every game of the season Please send it to me when finished E. Kefauver as Left Guard on the University of Tennessee Football Team, 1922 (Credit:Kefauver Library)",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"University of Tennessee, Knoxville",naf,http://id.loc.gov/authorities/names/n80003889,,,,,,,,,,,,Estes Kefauver in football uniform,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2113,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Hot Springs (Ark.),http://id.loc.gov/authorities/names/n82020480,,,Estes Kefauver Image Collection,,"As high school teacher and coach, Hot Springs, Ark.",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Arkansas,"34.75037N, 92.50044W",http://id.loc.gov/authorities/names/n79034503,,,,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,Estes Kefauver playing golf,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2115,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Knoxville (Tenn.),"35.96064N, 83.92074W",http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville",naf,http://id.loc.gov/authorities/names/n80003889,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,Photograph of football team including Estes Kefauver,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2120,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Knoxville (Tenn.),"35.96064N, 83.92074W",http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville",naf,http://id.loc.gov/authorities/names/n80003889,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,University of Tennessee Track Team photo including Estes Kefauver,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1926,,1926,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2126a,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver the morning he left for Yale,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2126b,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Hot Springs (Ark.),http://id.loc.gov/authorities/names/n82020480,,,Estes Kefauver Image Collection,,Picture undated – Senator says was taken when he was in Hot Springs,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Arkansas,"34.75037N, 92.50044W",http://id.loc.gov/authorities/names/n79034503,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver plays golf at Hot Springs,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2128,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver on football team,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2136,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,"RL Gatts, Dry Hollow, K-Port Tennessee, Sorry(?) off to see Gene?",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver meeting with another man in office setting,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_2140,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver in vacation clothes poses with band of muscians,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
